Scan Axis	Amplitude	Phase	
-16.50	-57.602	-76.397	
-15.00	-57.313	-75.933	
-13.50	-57.390	-75.896	
-12.00	-57.375	-75.610	
-10.50	-57.152	-76.000	
-9.00	-57.086	-75.559	
-7.50	-57.073	-75.477	
-6.00	-57.061	-76.049	
-4.50	-56.979	-75.775	
-3.00	-57.040	-75.295	
-1.50	-56.980	-75.363	
0.00	-57.022	-74.937	
1.50	-57.003	-74.047	
3.00	-56.973	-74.281	
4.50	-57.008	-73.835	
6.00	-57.124	-73.075	
7.50	-57.068	-73.044	
9.00	-57.135	-73.794	
10.50	-57.255	-74.000	
12.00	-57.261	-72.696	
13.50	-57.376	-71.985	
15.00	-57.409	-71.155	
16.50	-57.607	-70.892	
18.00	-57.594	-70.497	
19.50	-57.716	-70.094	
21.00	-57.771	-69.717	
22.50	-57.912	-68.739	
24.00	-57.966	-67.952	
25.50	-58.159	-66.979	
27.00	-58.296	-65.913	
28.50	-58.446	-66.133	
30.00	-58.423	-65.271	
31.50	-58.442	-64.803	
33.00	-58.585	-63.277	
34.50	-59.015	-61.785	
36.00	-59.045	-60.367	
37.50	-59.317	-59.224	
39.00	-59.542	-58.154	
40.50	-59.692	-56.530	
42.00	-59.857	-55.261	
43.50	-59.995	-54.062	
45.00	-60.066	-54.098	
46.50	-60.132	-53.931	
48.00	-60.241	-52.445	
49.50	-60.332	-51.159	
51.00	-60.395	-50.455	
52.50	-60.458	-49.921	
54.00	-60.593	-49.038	
55.50	-60.666	-47.857	
57.00	-60.629	-46.612	
58.50	-60.847	-44.668	
60.00	-60.995	-42.643	
61.50	-60.877	-40.960	
63.00	-61.061	-39.469	
64.50	-61.194	-37.217	
66.00	-61.609	-34.654	
67.50	-61.744	-32.054	
69.00	-61.956	-29.741	
70.50	-62.089	-28.512	
72.00	-62.376	-26.845	
73.50	-62.543	-24.887	
75.00	-62.860	-23.305	
76.50	-62.937	-21.014	
78.00	-63.362	-19.414	
79.50	-63.588	-18.800	
81.00	-63.938	-17.385	
82.50	-64.100	-16.376	
84.00	-64.438	-16.007	
85.50	-64.835	-15.096	
87.00	-65.373	-14.440	
88.50	-65.614	-14.540	
90.00	-65.927	-13.962	
91.50	-66.114	-14.729	
93.00	-66.369	-12.829	
94.50	-66.641	-9.473	
96.00	-66.933	-5.858	
97.50	-67.687	-3.219	
99.00	-68.521	-3.670	
100.50	-69.076	-3.489	
102.00	-69.065	-4.913	
103.50	-69.294	-3.496	
105.00	-69.224	-2.599	
106.50	-68.925	0.096	
108.00	-68.951	2.631	
109.50	-69.368	5.470	
111.00	-69.506	6.283	
112.50	-69.227	7.828	
114.00	-69.126	11.485	
115.50	-69.441	16.722	
117.00	-70.119	22.081	
118.50	-71.298	26.259	
120.00	-72.828	30.713	
121.50	-75.141	31.187	
123.00	-77.494	21.245	
124.50	-78.143	0.687	
126.00	-77.171	-10.632	
127.50	-75.489	-12.337	
129.00	-74.888	-14.471	
130.50	-75.412	-11.371	
132.00	-76.102	-11.364	
133.50	-75.755	-15.201	
135.00	-75.801	-22.281	
136.50	-75.148	-28.634	
138.00	-74.406	-25.365	
139.50	-73.761	-22.563	
141.00	-73.767	-21.892	
142.50	-73.872	-18.806	
144.00	-74.130	-14.632	
145.50	-74.696	-11.501	
147.00	-74.778	-6.131	
148.50	-75.411	-2.464	
150.00	-76.086	-0.482	
151.50	-77.750	-0.562	
153.00	-78.274	-1.595	
154.50	-79.136	-4.260	
156.00	-80.613	-1.277	
157.50	-81.935	-0.114	
159.00	-87.619	1.520	
160.50	-100.098	-12.349	
162.00	-100.246	-173.442	
163.50	-88.150	-160.952	
165.00	-82.419	-150.783	
166.50	-80.786	-157.048	
168.00	-78.843	-151.914	
169.50	-77.175	-156.077	
171.00	-75.347	-150.998	
172.50	-75.000	-150.169	
174.00	-74.214	-151.270	
175.50	-73.233	-153.287	
177.00	-72.768	-152.077	
178.50	-72.220	-153.587	
180.00	-71.779	-153.687	
Frequency	2.400	GHz	
Step Axis :Roll  [deg]	90.00		
Channel	CH1		
Scan Axis name	Azimuth  [deg]		
Scan Axis	Amplitude	Phase	
			
-180.00	-76.701	149.367	
-178.50	-77.176	152.184	
-177.00	-76.364	146.766	
-175.50	-76.157	148.834	
-174.00	-75.374	144.875	
-172.50	-75.373	143.870	
-171.00	-75.196	145.474	
-169.50	-74.857	144.565	
-168.00	-74.436	139.465	
-166.50	-74.529	136.901	
-165.00	-74.041	130.043	
-163.50	-73.856	125.042	
-162.00	-74.314	121.780	
-160.50	-73.944	118.069	
-159.00	-74.272	113.946	
-157.50	-74.677	110.315	
-156.00	-75.822	101.079	
-154.50	-76.736	90.241	
-153.00	-77.659	76.940	
-151.50	-78.706	62.958	
-150.00	-79.252	50.379	
-148.50	-78.854	32.846	
-147.00	-79.053	17.523	
-145.50	-78.519	1.790	
-144.00	-76.937	-7.252	
-142.50	-75.898	-15.156	
-141.00	-74.274	-24.829	
-139.50	-73.222	-32.135	
-138.00	-72.112	-37.420	
-136.50	-71.379	-40.540	
-135.00	-71.122	-44.556	
-133.50	-70.778	-46.210	
-132.00	-70.249	-47.226	
-130.50	-69.946	-48.607	
-129.00	-69.607	-48.411	
-127.50	-69.201	-50.244	
-126.00	-68.835	-54.555	
-124.50	-68.695	-55.874	
-123.00	-68.416	-56.607	
-121.50	-68.218	-57.602	
-120.00	-68.225	-58.125	
-118.50	-68.152	-59.752	
-117.00	-67.889	-59.965	
-115.50	-67.738	-59.555	
-114.00	-67.655	-60.621	
-112.50	-67.421	-60.422	
-111.00	-66.915	-60.955	
-109.50	-66.602	-62.185	
-108.00	-66.121	-66.195	
-106.50	-65.950	-67.443	
-105.00	-65.783	-70.302	
-103.50	-65.354	-71.786	
-102.00	-65.205	-73.114	
-100.50	-65.032	-73.054	
-99.00	-64.892	-73.634	
-97.50	-64.998	-74.445	
-96.00	-65.022	-72.669	
-94.50	-64.644	-70.432	
-93.00	-64.484	-68.464	
-91.50	-64.235	-67.564	
-90.00	-63.889	-67.074	
-88.50	-63.488	-66.924	
-87.00	-62.969	-67.516	
-85.50	-62.564	-66.981	
-84.00	-62.142	-66.887	
-82.50	-61.831	-67.114	
-81.00	-61.522	-67.856	
-79.50	-61.182	-68.694	
-78.00	-60.750	-70.795	
-76.50	-60.560	-73.317	
-75.00	-60.124	-75.731	
-73.50	-59.977	-78.076	
-72.00	-59.789	-79.634	
-70.50	-59.674	-81.417	
-69.00	-59.504	-84.219	
-67.50	-59.265	-87.540	
-66.00	-59.036	-89.478	
-64.50	-58.888	-91.207	
-63.00	-58.805	-93.630	
-61.50	-58.461	-95.281	
-60.00	-58.259	-96.730	
-58.50	-58.050	-98.436	
-57.00	-57.614	-99.466	
-55.50	-57.333	-101.466	
-54.00	-57.117	-103.164	
-52.50	-56.945	-103.782	
-51.00	-56.798	-104.576	
-49.50	-56.635	-106.651	
-48.00	-56.490	-107.570	
-46.50	-56.362	-107.781	
-45.00	-56.205	-107.776	
-43.50	-56.057	-109.261	
-42.00	-55.884	-110.531	
-40.50	-55.657	-111.337	
-39.00	-55.497	-112.043	
-37.50	-55.442	-112.201	
-36.00	-55.359	-112.396	
-34.50	-55.185	-112.964	
-33.00	-54.997	-113.761	
-31.50	-54.953	-114.370	
-30.00	-54.880	-115.074	
-28.50	-54.700	-115.066	
-27.00	-54.671	-115.773	
-25.50	-54.464	-116.208	
-24.00	-54.408	-116.845	
-22.50	-54.445	-117.047	
-21.00	-54.414	-117.387	
-19.50	-54.170	-116.825	
-18.00	-54.139	-116.953	
-16.50	-54.127	-117.326	
-15.00	-54.035	-117.470	
-13.50	-54.049	-117.064	
-12.00	-54.020	-116.900	
-10.50	-54.022	-117.855	
-9.00	-53.921	-116.994	
-7.50	-53.898	-116.986	
-6.00	-53.884	-117.620	
-4.50	-53.832	-118.341	
-3.00	-53.962	-117.996	
-1.50	-54.070	-116.967	
0.00	-54.118	-116.904	
1.50	-53.962	-116.421	
3.00	-54.002	-116.540	
4.50	-53.974	-116.979	
6.00	-54.069	-117.445	
7.50	-54.210	-117.728	
9.00	-54.160	-116.118	
10.50	-54.207	-116.278	
12.00	-54.274	-115.961	
13.50	-54.254	-115.491	
15.00	-54.313	-114.367	
16.50	-54.469	-113.047	
18.00	-54.578	-112.484	
19.50	-54.761	-112.252	
21.00	-54.773	-110.246	
22.50	-54.774	-109.221	
24.00	-54.831	-107.581	
25.50	-55.070	-106.443	
27.00	-55.027	-106.252	
28.50	-55.174	-105.043	
30.00	-55.400	-104.042	
31.50	-55.544	-102.415	
33.00	-55.587	-101.399	
34.50	-55.627	-99.562	
36.00	-55.674	-98.432	
37.50	-55.789	-96.843	
39.00	-56.031	-96.030	
40.50	-56.137	-93.854	
42.00	-56.269	-92.859	
43.50	-56.348	-91.419	
45.00	-56.474	-90.940	
46.50	-56.646	-88.832	
48.00	-56.681	-86.827	
49.50	-56.721	-86.160	
51.00	-56.768	-84.209	
52.50	-56.955	-81.856	
54.00	-57.079	-80.985	
55.50	-57.201	-78.564	
57.00	-57.448	-76.103	
58.50	-57.718	-74.158	
60.00	-57.919	-72.459	
61.50	-58.108	-70.587	
63.00	-58.409	-68.225	
64.50	-58.798	-66.689	
66.00	-59.187	-64.456	
67.50	-59.644	-62.815	
69.00	-60.021	-60.728	
70.50	-60.330	-59.420	
72.00	-60.537	-59.894	
73.50	-60.741	-58.380	
75.00	-60.973	-56.377	
76.50	-61.082	-54.832	
78.00	-61.445	-53.345	
79.50	-61.537	-51.916	
81.00	-61.771	-49.816	
82.50	-61.962	-47.344	
84.00	-62.035	-46.252	
85.50	-62.151	-43.681	
87.00	-62.353	-41.687	
88.50	-62.391	-38.535	
90.00	-62.721	-37.467	
91.50	-63.015	-34.621	
93.00	-63.244	-33.432	
94.50	-63.503	-31.885	
96.00	-63.673	-30.313	
97.50	-63.776	-28.168	
99.00	-64.054	-24.738	
100.50	-64.483	-21.760	
102.00	-64.881	-20.751	
103.50	-65.368	-21.182	
105.00	-65.985	-19.659	
106.50	-66.326	-21.127	
108.00	-66.716	-20.081	
109.50	-66.838	-21.063	
111.00	-67.120	-23.666	
112.50	-67.229	-25.012	
114.00	-67.010	-26.938	
115.50	-66.868	-28.171	
117.00	-66.526	-27.492	
118.50	-66.507	-25.415	
120.00	-66.517	-22.723	
121.50	-66.476	-19.123	
123.00	-66.849	-16.946	
124.50	-67.238	-15.077	
126.00	-67.658	-13.891	
127.50	-68.293	-12.240	
129.00	-68.339	-11.241	
130.50	-68.456	-11.321	
132.00	-68.693	-9.359	
133.50	-68.967	-7.810	
135.00	-69.176	-7.959	
136.50	-69.282	-7.188	
138.00	-69.528	-5.798	
139.50	-69.941	-3.894	
141.00	-69.957	-2.411	
142.50	-70.212	-0.829	
144.00	-70.802	3.859	
145.50	-71.624	6.810	
147.00	-72.682	11.717	
148.50	-73.592	16.724	
150.00	-74.907	22.809	
151.50	-75.488	26.865	
153.00	-76.608	32.558	
154.50	-78.582	39.412	
156.00	-80.738	44.715	
157.50	-82.671	63.667	
159.00	-84.379	72.886	
160.50	-83.691	84.171	
162.00	-84.297	97.258	
163.50	-83.402	118.226	
165.00	-82.259	130.623	
166.50	-81.189	139.069	
168.00	-81.789	138.636	
169.50	-80.112	148.045	
171.00	-79.116	149.591	
172.50	-78.811	148.584	
174.00	-78.470	150.408	
175.50	-78.215	151.680	
177.00	-77.897	151.030	
178.50	-77.419	149.319	
180.00	-77.618	146.412	
