Scan Axis	Amplitude	Phase	
-120.00	-71.888	-111.413	
-118.50	-73.111	-120.302	
-117.00	-76.148	-117.989	
-115.50	-78.826	-112.178	
-114.00	-81.228	-91.910	
-112.50	-77.841	-71.087	
-111.00	-74.862	-60.504	
-109.50	-75.119	-54.925	
-108.00	-71.221	-63.995	
-106.50	-70.480	-67.241	
-105.00	-69.641	-84.626	
-103.50	-69.736	-92.134	
-102.00	-72.037	-104.171	
-100.50	-73.069	-110.094	
-99.00	-73.211	-120.335	
-97.50	-72.424	-104.436	
-96.00	-72.333	-101.851	
-94.50	-72.299	-90.674	
-93.00	-72.114	-91.894	
-91.50	-71.434	-93.994	
-90.00	-71.686	-90.795	
-88.50	-70.169	-86.621	
-87.00	-69.524	-86.140	
-85.50	-70.019	-95.826	
-84.00	-69.119	-101.637	
-82.50	-68.947	-111.275	
-81.00	-71.589	-116.918	
-79.50	-71.536	-116.806	
-78.00	-73.566	-115.233	
-76.50	-72.909	-108.886	
-75.00	-71.507	-91.588	
-73.50	-72.895	-98.010	
-72.00	-73.642	-96.610	
-70.50	-73.733	-103.491	
-69.00	-72.206	-100.678	
-67.50	-71.478	-94.417	
-66.00	-70.616	-93.612	
-64.50	-68.622	-97.957	
-63.00	-69.101	-104.530	
-61.50	-69.673	-111.847	
-60.00	-71.044	-123.589	
-58.50	-70.382	-126.773	
-57.00	-71.042	-132.368	
-55.50	-69.082	-148.179	
-54.00	-67.300	-148.635	
-52.50	-69.094	-143.276	
-51.00	-68.273	-139.365	
-49.50	-69.820	-139.077	
-48.00	-69.225	-142.491	
-46.50	-68.537	-149.505	
-45.00	-68.950	-150.651	
-43.50	-67.723	-158.117	
-42.00	-69.154	-165.511	
-40.50	-68.607	-158.774	
-39.00	-69.003	-154.329	
-37.50	-68.253	-162.060	
-36.00	-68.236	-173.805	
-34.50	-68.486	-162.504	
-33.00	-66.470	-156.527	
-31.50	-68.727	-164.400	
-30.00	-68.939	-167.180	
-28.50	-65.896	-168.333	
-27.00	-67.530	-171.260	
-25.50	-67.382	-178.847	
-24.00	-68.813	-176.754	
-22.50	-68.410	-173.506	
-21.00	-67.525	165.853	
-19.50	-68.077	179.192	
-18.00	-66.086	177.801	
-16.50	-67.522	-166.011	
-15.00	-67.938	-172.142	
-13.50	-68.389	-165.676	
-12.00	-68.277	-162.070	
-10.50	-67.248	-164.525	
-9.00	-66.563	177.814	
-7.50	-66.717	-173.596	
-6.00	-67.806	-161.475	
-4.50	-68.260	-167.266	
-3.00	-68.952	-169.228	
-1.50	-69.247	-167.783	
0.00	-67.834	-168.507	
1.50	-68.856	-162.796	
3.00	-70.130	-160.203	
4.50	-70.477	-172.539	
6.00	-71.123	-167.647	
7.50	-69.688	-176.036	
9.00	-69.798	-166.302	
10.50	-72.169	-158.941	
12.00	-72.357	-150.156	
13.50	-71.085	-151.792	
15.00	-69.886	-144.614	
16.50	-69.959	-140.521	
18.00	-69.413	-137.088	
19.50	-69.585	-130.222	
21.00	-71.328	-132.014	
22.50	-71.381	-138.255	
24.00	-72.247	-134.824	
25.50	-72.624	-139.255	
27.00	-70.176	-132.972	
28.50	-71.193	-131.365	
30.00	-70.363	-126.446	
31.50	-69.112	-117.259	
33.00	-69.235	-127.933	
34.50	-69.499	-112.095	
36.00	-68.796	-101.649	
37.50	-70.825	-91.902	
39.00	-70.507	-90.097	
40.50	-71.733	-80.772	
42.00	-73.128	-89.719	
43.50	-72.657	-81.073	
45.00	-73.784	-77.437	
46.50	-75.285	-85.500	
48.00	-75.305	-80.529	
49.50	-76.702	-69.277	
51.00	-76.401	-64.658	
52.50	-77.090	-67.653	
54.00	-78.479	-72.026	
55.50	-77.348	-73.884	
57.00	-77.414	-85.730	
58.50	-77.600	-87.082	
60.00	-78.621	-85.462	
61.50	-79.665	-87.100	
63.00	-78.522	-81.017	
64.50	-79.810	-76.270	
66.00	-82.217	-61.183	
67.50	-89.173	-46.804	
69.00	-97.476	-15.465	
70.50	-90.439	67.576	
72.00	-88.343	100.418	
73.50	-82.097	104.627	
75.00	-78.707	115.943	
76.50	-77.346	137.166	
78.00	-78.658	132.418	
79.50	-80.164	130.661	
81.00	-81.004	111.408	
82.50	-80.610	106.113	
84.00	-83.238	105.494	
85.50	-83.050	109.627	
87.00	-81.202	111.534	
88.50	-82.555	93.211	
90.00	-82.862	85.176	
91.50	-81.284	61.223	
93.00	-80.310	57.795	
94.50	-80.638	79.514	
96.00	-79.085	84.853	
97.50	-78.846	95.033	
99.00	-79.557	115.799	
100.50	-79.199	133.582	
102.00	-79.710	153.978	
103.50	-79.830	170.123	
105.00	-80.977	-175.621	
106.50	-85.164	-173.219	
108.00	-85.539	-158.266	
109.50	-84.711	-171.543	
111.00	-85.163	-163.911	
112.50	-84.650	-172.452	
114.00	-87.967	-174.435	
115.50	-91.670	177.284	
117.00	-101.754	127.189	
118.50	-90.514	93.200	
120.00	-90.741	105.369	
121.50	-85.387	113.779	
123.00	-85.253	142.185	
124.50	-81.323	-177.555	
126.00	-78.090	-174.353	
127.50	-78.075	-142.689	
129.00	-80.540	-137.433	
130.50	-83.533	-136.561	
132.00	-87.725	-105.674	
133.50	-82.969	-79.830	
135.00	-83.445	-82.836	
136.50	-86.600	-138.028	
138.00	-87.022	-108.471	
139.50	-86.075	-82.304	
141.00	-86.102	-42.483	
142.50	-85.524	-30.606	
144.00	-83.106	-23.215	
145.50	-81.667	34.563	
147.00	-81.112	56.816	
148.50	-79.468	73.324	
150.00	-80.169	77.472	
151.50	-79.899	97.750	
153.00	-78.628	94.814	
154.50	-78.469	107.958	
156.00	-80.104	116.847	
157.50	-79.581	120.569	
159.00	-79.072	132.849	
160.50	-79.190	142.827	
162.00	-77.723	149.838	
163.50	-78.666	147.402	
165.00	-77.259	154.603	
166.50	-79.390	156.576	
168.00	-78.592	169.997	
169.50	-78.789	174.160	
171.00	-77.309	-169.241	
172.50	-78.857	-152.375	
174.00	-78.503	-155.287	
175.50	-77.702	-149.221	
177.00	-76.807	-144.658	
178.50	-78.578	-133.446	
180.00	-80.652	-131.312	
